key,value,definition
seamark:topmark:shape,2_cones_up,marca de mar:marca de topall:forma	=
seamark:topmark:shape,2_spheres,marca de mar:marca de topall:forma	=
maxheight,2.1,alçada_màxima 2.1
generator:output:electricity,2.3 MW,generador:sortida:electricitat 2.3 MW
generator:output:electricity,2.3␣MW,generador:sortida:electricitat	=	*
roof:height,2.5,sostre: alçada	=	*
location:accuracy,2.5,ubicació: precisió	=	*
roof:shape,2␣face␣(pitched),sostre: forma	=	*
roof:shape,2␣faces␣(pitched),sostre: forma	=	*
generator:output:electricity,2␣MW,generador:sortida:electricitat	=	*
maxspeed:advisory,20 mph,velocitat_màxima:advertència 20 mph
voltage,20000;400,tensió 20000;400
attribution,"2001␣Her␣Majesty␣the␣Queen␣in␣Right␣of␣Manitoba,␣as␣represented␣by␣the␣Minister␣of␣Conservation.␣All␣rights␣reserved.",atribució	=	*
NHD:FDate,2007/08/08,NHD: DATA	=	*
source:geometry:date,2015-01-01..2019-11-05,font:geometria:data 2015-01-01..2019-11-05
damage:event,2016KageraEarthquake,dany:esdeveniment	=	*
source:geometry:date,2019/07/02,font:geometria:data 2019/07/02
check_date,2024-11-6,data_de_comprovació 6-11-2024
check_date,2024-11-7,data_de_comprovació 7-11-2024
socket:type2:output,22 kW,socket:tipus2:output 22 kW
axle_load,22.5,eix de càrrega	=	*
opening_hours,24/07/23,horari d'obertura	=	*
lit,24/07/23,il·luminat	=	*
lit,24/7,comprovar Data	=	24/07/25
opening_hours,24/7,horaris	24/7
addr:district,26 de Octubre,adreça:districte 26 d'octubre
source:date,28/09/2015,font:data 28/09/2015
est_width,3.0m〜5.5m,ample_est	=	*
yh:WIDTH,3.0m〜5.5m,yh:WIDTH	3.0m〜5.5m
maxweight,3.5,pes màxim 3.5
shop,3d_printing,botiga	=	Impressió 3d
roof:shape,3dr,sostre: forma	=	*
maxheight,4.1,alçada_màxima 4.1
maxheight,4.5,alçada_màxima 4.5
diameter,"4.5""","diàmetre 4,5"""
minspeed,40 mph,velocitat_mínima 40 mph
maxweight,44000 lbs,pes màxim 44000 lliures
it:fvg:ctrn:code,4AAF,ca:fvg:ctrn:codi	=	*
it:fvg:ctrn:code,4ABA,it:fvg:ctrn:codi 4ABA
it:fvg:ctrn:code,4AED,it:fvg:ctrn:codi 4AED
it:fvg:ctrn:code,4AIN,it:fvg:ctrn:codi 4AIN
electrified,4th_rail,electrificat	=	4to carril
yh:WIDTH,5.5m〜13.0m,yh:WIDTH	5.5m〜13.0m
capacity:persons,50-100,capacitat:persones	=	*
building:floor_area,500 - 750,edifici:superfície_solar 500 - 750
building:floor_area,500␣-␣750,edifici:àrea_pis	=	*
maxspeed:hgv,55 mph,velocitat_màxima:camió_carretera 55 mph
maxspeed:trailer,55 mph,velocitat_màxima:remolc 55 mph
maxspeed:hgv,55␣mph,velocitat màxima: hgv	=	*
maxspeed:trailer,55␣mph,velocitat màxima: remolc	=	*
border_zone,5km_zone,zona fronterera	=	zona de 5km
diameter,"6.63""","diàmetre 6,63"""
brand:en,7-Eleven,marca:en (en anglès) = *
name:en,7-Eleven,nom:en 7-Eleven
maxweight,7.5,pes màxim 7.5
maxweightrating:hgv,7.5,classificació de pes màxim:camió pesant 7.5
diameter,70 cm,diàmetre 70 cm
diameter,"8.63""","diàmetre 8,63"""
source:geometry:date,8/27/2010-4/4/2011,font:geometria:data	=	*
sport,8pin,esport	=	8 pines
TMC:cid_58:tabcd_1:LCLversion,9.00,TMC:cid_58:tabcd_1:LCLversió	=	*
maxspeed:hgv:conditional,90 @ (weight>=3.86),velocitat_màxima:camió_carretera:condicional 90 a (pes>=3.86)
maxspeed:psv:conditional,90 @ (weight>=3.86),velocitat_màxima:psv:condicional 90 a (pes>=3.86)
maxspeed:hgv:conditional,90␣@␣(weight<,maxspeed:hgv:condicional	=	*
maxspeed:hgv:conditional,90␣@␣(weight>,maxspeed:hgv:condicional	=	*
maxspeed:psv:conditional,90␣@␣(weight>,maxspeed:psv:condicional	=	*
sport,9pin,esport	=	*
tiger:FUNCSTAT,A,tigre:FUNCSTAT	=	*
addr:unit,A,adreça:unit A
local_ref,A,ref_local A
ref,A,referència A
fixme,à préciser dès que visible sur le cadastre,fixme à preciser des que és visible al cadastre
dinner,a_la_carte,sopar	=	a la carta
addr:flats,A;B,adreça:pisos A;B
ref,A1,referència A1
tiger:cfcc,A11,tigre:cfcc	=	*
KSJ2:filename,A13-06_01.xml,KSJ2: nom de fitxer	=	*
note,A13-06_03.xml,note	A13-06_03.xml
addr:municipality,Aabenraa,adreça:municipi Aabenraa
addr:province,AB,adreça: província AB
highway,abandoned,autopista	=	abandonat
status,abandoned,estat	=	abandonat
railway,abandoned,ferrocarril	=	abandonat
historic,abandoned,històric	=	abandonat
bridge,abandoned,pont	=	abandonat
building,abandoned,tipus d'edifici	=	abandonat
power,abandoned:tower,poder	=	abandonat: torre
genus,Abies,gènere	=	Abies
admin_level,aboriginal_land,nivell d'administrador	=	terra aborigen
boundary,aboriginal_lands,Límit	=	terres_aborígens
healthcare:speciality,abortion,sanitat:especialitat	=	avortament
bridge:support,abutment,pont: suport	=	contrafort
network,AC Transit,xarxa AC Transit
LINZ2OSM:layer,ac_buildings,LINZ2OSM: capa	=	ac_edificis
genus,Acacia,gènere	=	Acàcia
species,Acacia␣implexa,espècies	=	Acacia_simplexa
species,Acacia␣melanoxylon,espècies	=	Acacia_melanoxylon
military,academy,militar	=	acadèmia
police,academy,policia	=	acadèmia
highway,access,autopista	=	accés
footway,access_aisle,senda	=	accés_passadís
emergency,access_point,emergència	=	punt d'accés
shop,accessories,botiga	=	accessoris
sby:bldgtype,Accessory␣Structure,sby: tipus d'edifici	=	Accessori_Estructura
tourism,accommodation,turisme	=	allotjament
office,accountant,oficina	=	comptador
genus,Acer,gènere	=	acer
species,Acer campestre,espècie Acer campestre
species,Acer negundo,espècie Acer negundo
species,Acer platanoides,espècie Acer platanoides
taxon,Acer platanoides,taxon Acer platanoides
species,Acer pseudoplatanus,espècie Acer pseudoplatanus
species,Acer rubrum,espècie Acer rubrum
species,Acer saccharinum,espècie Acer saccharinum
species,Acer saccharum,espècie Acer saccharum
species,Acer␣campestre,espècies	=	Acer_campestre
species,Acer␣ginnala,espècies	=	Acer_ginnala
species,Acer␣negundo,espècies	=	Acer_negun
species,Acer␣platanoides,espècies	=	Acer_platanoides
taxon,Acer␣platanoides,tàxon	=	Acer_platanoides
species,Acer␣platanoïdes,espècies	=	Acer_platanoïdes
species,Acer␣pseudoplatanus,espècies	=	Acer_pseudoplatanus
species,Acer␣rubrum,espècies	=	Acer rubrum
species,Acer␣saccharinum,espècies	=	Acer_saccharinum
species,Acer␣saccharum,espècies	=	Acer_saccharum
old_railway_operator,ACL,antic operador ferroviari	=	LCA
roof:orientation,across,sostre: orientació	=	a través de
surface,acrylic,superfície	=	acrílic
naptan:Status,ACT,naftan:Estat	=	ACTUAR
source:geometry,ACT2016,font: geometria	=	llei2016
source:geometry,ACTMapiRoads,font: geometria	=	ACTMapiCarreteres
source:geometry,ACTMapiTP,font: geometria	=	ACTMapiTP
addr:inclusion,actual,adreça: inclusió	=	actual
healthcare:speciality,acupuncture,especialitat:de_salut	=	acupuntura
genus,Adansonia,gènere	=	Adansonia
operator,Adif,operador	Adif
man_made,adit,artificial	=	entrada
naptan:Indicator,adj,naptà: Indicador	=	adj.
source:footprint,Adjusted MS Footprints,font:footpriPetjades MS ajustades nt
source:footprint,Adjusted␣MS␣Footprints,font:petjada	=	Petjades_MS_Ajustades
amenity,administration,amenitat/servei	=	administració
land_area,administrative,àrea terrestre	=	administratiu
government,administrative,govern	=	administratiu
boundary,administrative,Límit	=	administratiu
office,administrative,oficina	=	administratiu
building,administrative,tipus d'edifici	=	administratiu
boundary,administrative_cooperation,Límit	=	cooperació administrativa
vending,admission_tickets,venda	=	butlletes d'admissió
material,adobe,material	=	tova
office,adoption_agency,oficina	=	Agència d'adopció
shop,adult,botiga	=	adult
leisure,adult_gaming_centre,temps lliure	=	centre de jocs per a adults
piste:difficulty,advanced,pista: dificultat	=	avançat
amenity,advertising,amenitat/servei	=	publicitat
man_made,advertising,artificial	=	publicitat
flag:type,advertising,bandera: tipus	=	publicitat
office,advertising_agency,oficina	=	l'agència de publicitat
cycleway:right:lane,advisory,ciclovia:dreta:carril	=	consultiu
cycleway:both:lane,advisory,ciclovia:tots dos:carril	=	consultiu
cycleway:left:lane,advisory,via_ciclable:esquerra:avís de carril
addr:country,AE,adreça:país AE
emergency,aed,emergència	=	aed
medical,aed,metge	=	aed
basin,aeration,conca	=	ventilació
marker,aerial,marcador	=	aeri
tiger:reviewed,aerial,tigre: revisat	=	aeri
source:building,aerial imagery; Ortofotomozaika SR,font: imatges aèries d'edificis; Ortofotomozaika SR
source:geometry,Aerial photogrammetry,font:geometria Fotogrametria aèria
source:position,Aerial photogrammetry,font: posició Fotogrametria aèria
source:position,Aerial␣photogrammetry,font:posició	=	Fotogrametria aèria_
seamark:light:category,aero,seamark:llum:categoria	=	aerodinàmic
sport,aerobics,esport	=	aeròbics
aeroway,aerodrome,via aèria	=	aeròdrom
radio_transponder:category,aeronautical,transponedor de ràdio:categoria	=	aeronàutic
company,aerospace,empresa	=	aeroespacial
faculty,aerospace,facultat	=	aeroespacial
government,aerospace,govern	=	aeroespacial
research,aerospace,investigar	=	aeroespacial
logistics,aerospace,logística	=	aeroespacial
museum,aerospace,museu	=	aeroespacial
genus,Aesculus,gènere	=	escul
species,Aesculus hippocastanum,espècie Aesculus hippocastanum
taxon,Aesculus hippocastanum,taxon Aesculus hippocastanum
species,AESCULUS␣HIPOCASTANUM,espècies	=	ESCOL_HIPOCASTAN
species,Aesculus␣hippocastanum,espècies	=	Aesculus_hippocastanum
taxon,Aesculus␣hippocastanum,tàxon	=	Aesculus_hippocastanum
species,Aesculus␣x␣carnea,espècies	=	Aesculus_x_carnia
cuisine,african,cuina	=	africà
species,Agave␣tequilana␣F.A.C.Weber,espècies	=	Agave_tequilana_F.A.C.Weber
source:ro,"Agenţia Europeană de Mediu, CORINE Land Cover, 2006","font:ro Agenţia Europeană de Mediu, CORINE Land Cover, 2006"
source:ro,"Agenţia␣Europeană␣de␣Mediu,␣CORINE␣Land␣Cover,␣2006","font:ro	=	Agenţia_Europeană_de_Mediu,_CORINE_Land_Cover,_2006"
resource,aggregate,recurs	=	afegir
shop,agrarian,botiga	=	agrari
access,agricultural,accés	=	agrícola
motorcar,agricultural,automòbil	=	agrícola
denotation,agricultural,denotació	=	agrícola
motorcycle,agricultural,motocicleta	=	agrícola
meadow,agricultural,prat	=	agrícola
building,agricultural,tipus d'edifici	=	agrícola
vehicle,agricultural,vehicle	=	agrícola
motor_vehicle,agricultural,Vehicle de motor	=	agrícola
craft,agricultural_engines,artesania	=	motors_agrícoles
trade,agricultural_supplies,comerç	=	subministraments agrícoles
motor_vehicle,agricultural;forestry,Vehicle de motor	=	agrícola;silvicultura
government,agriculture,govern	=	agricultura (consell regulador)
museum,agriculture,museu	=	agricultura
meadow,agriculture,prat	=	agricultura
landuse,agriculture,ús del sòl	=	agricultura
int_ref,AH1,int_ref	=	AH1
int_ref,AH2,int_referència AH2
genus:de,Ahorn,gènere:de Ahorn
species:de,Ahornblättrige Platane,espècie: de Ahornblättrige Platane
sport,aikido,esport	=	aikido
sports,aikido,Esports	=	aikido
building,ail,tipus d'edifici	=	afligir
genus,Ailanthus,gènere	=	Ailanto
species,Ailanthus␣altissima,espècies	=	Ailanto_altissima
cooling:method,air_cooling,mètode de refredament	=	aire condicionat
amenity,air_filling,amenitat/servei	=	omplert d'aire
military_service,air_force,servei militar	=	força Aèria
seamark:light:category,air_obstruction,seamark:llum:categoria	=	obstrucció d'aire
historic,aircraft,històric	=	aeronau
service,aircraft_control,Servei	=	control d'aeronaus
aeroway,aircraft_crossing,via aèria	=	encreuament d'avions
aerodrome:type,airfield,aeròdrom: tipus	=	aeròdrom
military,airfield,militar	=	aeròdrom
aeroway,airport,via aèria	=	aeroport
aeroway,airstrip,via aèria	=	pista d'aterratge
aeroway,airtanker_base,via aèria	=	base d'avió cisterna
seamark:radio_station:category,ais,seamark:emissora de ràdio:categoria	=	ais
addr:state,AK,adreça:estat AK
seamark:light:character,Al,marca:llum:personatge	=	Alabama
addr:subdistrict:en,Al Agamy,adreça:subdistricte:en Al Agamy
addr:district:en,Al Agouza,adreça:districte:en Al Agouza
addr:province:en,Al Beheira,adreça:province:en Al Beheira
seamark:light:character,Al.Fl,marca:llum:personatge	=	Al.Fl
seamark:light:character,Al.Iso,marca:llum:personatge	=	al.iso
seamark:light:character,Al.LFl,marca:llum:personatge	=	Al.LFl
seamark:light:character,Al.Oc,marca:llum:personatge	=	Al.Oc
tiger:county,"Alameda, CA","tiger:comtat Alameda, CA"
shop,alcohol,botiga	=	alcohol
wholesale,alcohol,majorista	=	alcohol
ref:opendataparis:domanialit,Alignement,ref:opendataparis:domanialit	=	alineació
megalith_type,alignment,tipus de megàlit	=	alineació
source:outline,ALK NRW,font: esquema ALK NRW
source:outline,ALKIS NRW,font: esquema ALKIS NRW
shop,Alko,botiga	=	Alko
addr:interpolation,all,adreça:interpolació	=	tots
stop,all,aturar tot
healthcare:speciality,allergology,sanitat:especialitat	=	al·lergologia
footway,alley,senda	=	carreró
service,alley,Servei	=	carreró
mtb:type,allmountain,mtb: tipus	=	Tota muntanya
species,Allocasuarina␣verticillata,espècies	=	Boigsuarina_verticillata
building,allotment_house,tipus d'edifici	=	casa_d'assignació
place,allotments,lloc	=	assignacions
landuse,allotments,ús del sòl	=	assignacions
amenity,alm,amenitat/servei	=	almoina
created_by,almien_coastlines,creat_per almien_coastlines
trees,almond_trees,arbres	=	ametllers
genus,Alnus,gènere	=	Alnus
species,Alnus␣cordata,espècies	=	Alnus_cordata
species,Alnus␣glutinosa,espècies	=	Alnus_glutinosa
roof:orientation,along,sostre: orientació	=	al llarg de
attraction,alpine_coaster,atracció	=	muntanya russa alpina
sac_scale,alpine_hiking,sac_escala	=	senderisme_alpí
tourism,alpine_hut,turisme	=	refugi de montanya atés
surveillance:type,ALPR,vigilància: tipus ALPR
navigationaid,als,Ajuda a la navegació	=	també
state,alternate,Expressar	=	alterna
oneway,alternating,d'una sola mà	=	alterna
healthcare,alternative,cura de la salut	=	alternativa
material,aluminium,material	=	alumini
industrial,aluminium_smelting,industrial	=	fosa d'alumini
club,amateur_radio,club	=	radioaficionats
diplomatic,ambassadors_residence,diplomàtic	=	residència d'ambaixadors
seamark:light:colour,amber,marca:llum:color	=	ambre
cadet,ambulance,cadet	=	ambulància
amenity,ambulance_station,amenitat/servei	=	estació d'ambulància
emergency,ambulance_station,emergència	=	estació_ambulància
social_facility,ambulatory_care,instal·lacions_socials	=	cura ambulatòria
genus,Amelanchier,gènere	=	Amelanchier
grass,amenity_grassland,herba	=	pastures
cuisine,american,cuina	=	americà
sport,american_football,esport	=	futbol americà
sport,american_handball,esport	=	handbol americà
military,ammunition,militar	=	munició
theatre:type,amphi,teatre: tipus	=	amphi
leisure,amusement_arcade,temps lliure	=	sala de jocs
attraction,amusement_ride,atracció	=	atracció de fira
generator:method,anaerobic_digestion,generador: mètode	=	digestió anaeròbica
healthcare:speciality,anaesthetics,sanitat:especialitat	=	anestèsics
display,analog,monitor	=	cosa anàloga
railway:radio,analogue,ferrocarril:ràdio	=	terme anàleg
railway:radio,analoque,ferrocarril:ràdio	=	analògic
genus,Ananas,gènere	=	Ananes
species,Ananas␣comosus␣(L.)␣Merr.,espècies	=	Ananes_comosus_(L.)_Merr.
historic,anchor,històric	=	àncora
line_attachment,anchor,línia_adjunt	=	àncora
tower:type,anchor,torre:tipus	=	àncora
seamark:type,anchor_berth,marca de mar: tipus	=	amarratge d'àncora
seamark,anchorage,marca	=	ancoratge
seamark:type,anchorage,marca de mar:tipus	=	ancoratge
material,andesite,material	=	andeseta
lamp_mount,angled_mast,muntatge_de_lampada	=	mastil_angulat
denomination,anglican,denominació	=	anglicà
attraction,animal,atracció	=	animal
statue,animal,estàtua	=	animal
amenity,animal_boarding,amenitat/servei	=	allotjament_d'animals
amenity,animal_breeding,amenitat/servei	=	cria_d'animals
hazard,animal_crossing,perill	=	encreuament d'animals
amenity,animal_effluent_disposal,amenitat/servei	=	eliminació d'efluents animals
vending,animal_feed,venda	=	l'alimentació animal
amenity,animal_hitch,amenitat/servei	=	enganxi d'animals
landuse,animal_keeping,ús del sòl	=	tinença_d'animals
amenity,animal_shelter,amenitat/servei	=	refugi d'animals
amenity,animal_training,amenitat/servei	=	entrenament d'animals
man_made,animal_trap,fet per l'home	=	trampa per a animals
shop,anime,botiga	=	animat
religion,animist,religió	=	animista
building,annexe,tipus d'edifici	=	annex
description,Annexe,descripció Annex
man_made,antenna,artificial	=	antena
telecom,antenna,telecomunicacions	=	antena
power,antenna_line,poder	=	línia d'antena
natural,anthill,natural	=	formiguer
turn_to_close,anti_clockwise,girar per tancar	=	en sentit contrari a les agulles del rellotge
direction,anticlockwise,direcció	=	sinistrors
shop,antique,botiga	=	antic
shop,antiques,botiga	=	antiguitats
religion,antoinist,religió	=	antoinista
building,apartment,tipus d'edifici	=	Departament
tourism,apartment,turisme	=	Departament
construction,apartments,construcció	=	apartaments
building:part,apartments,edifici:part	=	apartaments
residential,apartments,Residencial	=	apartaments
building,apartments,"Un edifici d'apartaments és una estructura residencial que conté múltiples unitats d'habitatge per a diferents famílies | edifici = apartaments,bloc de pisos"
landuse,apiary,ús del sòl	=	emplenar
trees,apple_trees,arbres	=	Arbres de poma
shop,appliance,botiga	=	aparell
rental,appliance,lloguer	=
junction,approach,unió	=	Apropar-se
aeroway,apron,via aèria	=	davantal
landuse,aquaculture,ús del sòl	=	aqüicultura
tourism,aquarium,turisme	=	aquari
historic,aqueduct,històric	=	aqüeducte
bridge,aqueduct,pont	=	aqüeducte
route,aqueduct,ruta	=	aqüeducte
cuisine,arab,cuina	=	àrab
farmland,arable,terres de cultiu	=	cultivable
leaf_type,Arbre,tipus_full	=	arbre
genus,Arbre␣Sandaré,gènere	=	Arbre_Sandaré
ref:type,arbrei,referència: tipus	=	arbrei
covered,arcade,cobert	=	arcada
created_by,ArcGIS Exporter,creat_per ArcGIS Exporter
created_by,ArcGIS␣Exporter,creat per	=	ArcGIS_Exportador
natural,arch,natural	=	arc
bridge:structure,arch,pont:estructura	=	arc
museum,archaeological,museu	=	arqueològic
historic,archaeological_site,històric	=	lloc arqueològic
sport,archery,esport	=	tir a l'arc
hazard,archery_range,perill	=	rang d'arqueria
man_made,archimedes_screw,fet per l'home	=	cargol d'Arquimedes
place,archipelago,lloc	=	arxipèlag
office,architect,oficina	=	arquitecte
artwork_type,architecture,tipus d'obra d'art	=	arquitectura
man_made,architecture_line,fet per l'home	=	línia d'arquitectura
amenity,archive,amenitat/servei	=	arxiu
government,archive,govern	=	arxiu
office,archive,oficina	=	arxiu
source:width,ARCore,font: ample	=	ARCore
indoor,area,interior	=	àrea
place,area,lloc	=	àrea
type,area,tipus	=	àrea
visibility,area,visibilitat	=	àrea
addr:place:en,Area A,adreça:place:en Area A
genus,Areca,gènere	=	Areca
species,Arecaceae,espècies	=	arecàcies
genus,Arecaceae,gènere	=	arecàcies
taxon:family,Arecaceae,taxó: família	=	arecàcies
leisure,arena,temps lliure	=	sorra
natural,arete,natural	=	areté
military_service,army,servei militar	=	exèrcit
aeroway,arresting_gear,via aèria	=	equip d'arrest
shop,art,botiga	=	Art
training,art,capacitació	=	Art
club,art,club	=	Art
museum,art,museu	=	Art
vending,art,venda	=	Art
historic,artifact,històric	=	artefacte
waterway,artificial,camí aquàtic	=	artificial
surface,artificial_grass,superfície	=	gespa artificial
surface,artificial_turf,superfície	=	gespa artificial
NHD:FType,ArtificialPath,NHD: Tipus F	=	camí artificial
gnis:ftype,ArtificialPath,gnis:ftipus ArtificialPath
nhd:ftype,ArtificialPath,nhd:ftipus	ArtificialPath
amenity,arts_centre,amenitat/servei	=	centre_de_les_arts
amenity,artwork,amenitat/servei	=	obra d'art
tourism,artwork,turisme	=	obra d'art
roof:material,asbestos,sostre: material	=	amiant
waste,ash,desaprofitar	=	cendra
genus:en,Ash,gènere: ca	=	Cendre
cuisine,asian,cuina	=	asiàtic
cycleway,asl,carril bici	=	asl
crop,asparagus,cultiu	=	espàrrecs
crop,aspargus,cultiu	=	espàrrecs
cycleway:surface,asphalt,ciclovia:superfície	=	asfalt
surface,asphalt,L'asfalt és un material viscós negre enganxós basat en petroli comunament utilitzat per a superfícies de carreteres | superfície	=	asfalt
